STRUCTURE,STRUCTURE_ID,freq,unit,facility,icha_hp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,RS,2018,0,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,RS,2019,0,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,RS,2020,0,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,RS,2021,0,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2015,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2016,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2017,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2018,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2019,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2020,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2021,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SE,2022,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2004,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2005,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2006,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2007,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2008,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2009,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2010,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2011,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2012,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2013,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2014,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2015,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2016,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2017,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2018,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2019,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2020,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2021,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SI,2022,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2003,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2004,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2005,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2006,0.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2007,1.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2008,1.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2009,3.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2010,3.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2011,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2012,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2013,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2014,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2015,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2016,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2017,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2018,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2019,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2020,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,PET_SCAN,HP3,SK,2021,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,1996,26.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,1997,30.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,1998,33.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,1999,34.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2000,34.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2001,36.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2002,36.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2003,36.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2004,37.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2005,38.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2006,40.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2007,40.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2008,42.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2009,42.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2010,43.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2011,40.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2012,41.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2013,42.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2014,42.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2015,42.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2016,42.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2017,46.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2018,45.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2019,48.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2020,50.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,AT,2021,50.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2000,128.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2001,135.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2002,131.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2003,131.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2004,133.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2005,134.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2006,135.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2007,150.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2008,157.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2009,156.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2010,165.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2011,169.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2012,167.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2013,188.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2014,204.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2015,204.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2016,201.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BE,2017,209.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2011,37.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2012,36.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2013,37.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2014,52.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2015,60.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2016,63.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2017,67.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2018,68.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2019,69.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2020,69.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,BG,2021,75.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2010,52.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2011,54.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2012,54.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2013,52.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2014,57.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2015,57.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2016,57.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2017,57.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2018,60.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2019,62.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2020,67.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CH,2021,68.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2000,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2001,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2002,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2003,6.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2004,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2005,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2006,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2007,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2008,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2009,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2010,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2011,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2012,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2013,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2014,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2015,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2016,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2017,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2018,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2019,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2020,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2021,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CY,2022,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2011,77.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2012,81.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2013,77.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2014,72.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2015,79.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2016,75.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2017,76.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2018,72.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2019,73.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2020,72.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,CZ,2021,73.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1991,340.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1992,342.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1993,360.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1994,364.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1995,364.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1996,362.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1997,365.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1998,366.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,1999,376.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2000,391.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2001,386.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2002,377.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2003,382.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2004,390.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2005,388.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2006,385.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2007,384.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2008,385.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2009,390.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2010,408.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2011,403.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2012,403.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2013,410.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2014,425.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2015,424.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2016,424.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2017,422.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2018,421.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2019,386.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2020,394.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DE,2021,398.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2000,29.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2001,29.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2002,32.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2003,34.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2004,32.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2005,36.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2006,42.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2007,43.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2008,64,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2009,70.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2010,70.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2011,72.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2013,75.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2014,75.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2015,78.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2016,77.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2017,73.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2018,70.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2019,69.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2020,73.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2021,71.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,DK,2022,69.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2005,2.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2006,2.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2007,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2008,3.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2009,3.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2010,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2011,4.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2012,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2013,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2014,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2015,5.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2016,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2017,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2018,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2019,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2020,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EE,2021,7.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2005,59.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2006,59.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2007,61.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2008,62.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2009,64.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2010,70.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2011,70.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2012,66.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2013,62.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2014,68.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2015,67.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2016,73.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2017,75.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2018,77.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2019,71.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2020,72.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2021,72.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,EL,2022,73.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1984,100.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1988,111.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1992,103,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1993,113.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1994,124.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1995,130.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1996,129.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1997,131.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1998,139.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,1999,141.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2000,149.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2001,153.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2002,151.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2003,159.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2004,168.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2005,181.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2006,189.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2007,200.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2008,179.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,NR,RAD,HP1,ES,2009,183.00,
