STRUCTURE,STRUCTURE_ID,freq,sex,age,frequenc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,EU27_2020,2020,9.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,EU28,2007,19.8,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,FI,2007,22.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,FI,2013,22.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,FI,2020,18.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,FR,2007,56.0,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,FR,2013,13.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,FR,2020,6.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,HR,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,HR,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,HR,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,HU,2007,5.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,HU,2013,2.7,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,HU,2020,1.7,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IE,2007,3.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IE,2013,2.6,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IE,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IS,2007,7.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IS,2020,5.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IT,2007,10.9,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IT,2013,7.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,IT,2020,5.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LT,2007,,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LT,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LT,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LU,2007,,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LU,2013,4.9,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LU,2020,9.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LV,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LV,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,LV,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,MT,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,MT,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,MT,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,NL,2020,4.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,NO,2007,10.4,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,NO,2013,10.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,NO,2020,10.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,PL,2007,19.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,PL,2013,13.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,PL,2020,33.6,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,PT,2007,,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,PT,2013,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,PT,2020,5.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,RO,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,RO,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,RO,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SE,2007,13.8,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SE,2013,19.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SE,2020,19.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SI,2007,6.9,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SI,2013,4.3,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SI,2020,3.8,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SK,2007,,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SK,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,SK,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,TR,2013,7.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,SMT,PC_EMP_PREEMP,UK,2013,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,AT,2007,16.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,AT,2013,15.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,AT,2020,13.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,BE,2007,12.8,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,BE,2013,8.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,BE,2020,8.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,BG,2007,4.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,BG,2013,4.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,BG,2020,3.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CH,2013,11.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CH,2020,11.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CY,2007,8.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CY,2013,6.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CY,2020,3.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CZ,2007,8.0,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CZ,2013,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,CZ,2020,5.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,DE,2007,6.6,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,DE,2020,9.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,DK,2007,10.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,DK,2013,5.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,DK,2020,7.5,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EA19,2007,15.5,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EA19,2020,7.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EE,2007,9.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EE,2013,7.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EE,2020,6.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EL,2007,7.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EL,2013,6.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EL,2020,2.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,ES,2007,5.6,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,ES,2013,4.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,ES,2020,6.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EU27_2020,2007,14.7,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EU27_2020,2020,9.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,EU28,2007,13.5,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,FI,2007,20.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,FI,2013,21.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,FI,2020,21.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,FR,2007,50.4,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,FR,2013,11.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,FR,2020,7.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,HR,2007,8.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,HR,2013,8.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,HR,2020,6.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,HU,2007,5.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,HU,2013,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,HU,2020,2.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IE,2007,3.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IE,2013,2.0,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IE,2020,3.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IS,2007,7.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IS,2020,7.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IT,2007,7.4,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IT,2013,5.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,IT,2020,5.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LT,2007,4.2,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LT,2013,3.3,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LT,2020,2.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LU,2007,4.2,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LU,2013,6.8,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LU,2020,10.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LV,2007,4.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LV,2013,6.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,LV,2020,4.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,MT,2007,5.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,MT,2013,3.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,MT,2020,2.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,NL,2007,11.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,NL,2020,6.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,NO,2007,10.2,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,NO,2013,9.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,NO,2020,9.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,PL,2007,21.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,PL,2013,14.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,PL,2020,36.7,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,PT,2007,,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,PT,2013,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,PT,2020,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,RO,2007,5.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,RO,2013,1.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,RO,2020,2.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SE,2007,11.7,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SE,2013,17.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SE,2020,15.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SI,2007,9.3,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SI,2013,5.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SI,2020,4.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SK,2007,6.2,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SK,2013,9.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,SK,2020,7.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,TR,2013,2.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,UK,2007,5.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,TOTAL,PC_EMP_PREEMP,UK,2013,4.0,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,AT,2007,16.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,AT,2013,12.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,AT,2020,10.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,BE,2007,11.0,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,BE,2013,5.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,BE,2020,6.7,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,BG,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,BG,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,BG,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CH,2013,10.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CH,2020,7.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CY,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CY,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CY,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CZ,2007,6.7,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CZ,2013,5.5,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,CZ,2020,5.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,DE,2007,10.6,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,DE,2020,7.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,DK,2007,10.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,DK,2013,4.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,DK,2020,6.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EA19,2007,26.6,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EA19,2020,6.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EE,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EE,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EE,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EL,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EL,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EL,2020,1.6,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,ES,2007,7.6,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,ES,2013,5.4,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,ES,2020,5.8,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EU27_2020,2007,24.9,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EU27_2020,2020,9.0,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,EU28,2007,24.9,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,FI,2007,23.2,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,FI,2013,26.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,FI,2020,24.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,FR,2007,57.8,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,FR,2013,9.8,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,FR,2020,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,HR,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,HR,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,HR,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,HU,2007,7.6,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,HU,2013,4.3,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,HU,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IE,2007,4.1,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IE,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IE,2020,2.5,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IS,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IS,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IT,2007,12.0,d
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IT,2013,6.3,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,IT,2020,5.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LT,2007,,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LT,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LT,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LU,2007,,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LU,2013,6.0,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LU,2020,7.6,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LV,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LV,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,LV,2020,10.9,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,MT,2007,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,MT,2013,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,MT,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,NL,2007,10.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,NL,2020,5.5,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,NO,2007,7.9,du
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,NO,2013,8.9,
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,NO,2020,,u
dataflow,ESTAT:HSW_PB13(1.0),A,M,Y15-64,USU,PC_EMP_PREEMP,PL,2007,23.5,
