STRUCTURE,STRUCTURE_ID,freq,duration,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IS,2020,31.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IT,2007,14.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IT,2013,14.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IT,2020,14.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LT,2007,31.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LT,2013,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LT,2020,37.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LU,2007,38.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LU,2013,28.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LU,2020,24.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LV,2007,45.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LV,2013,23.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,LV,2020,28.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,MT,2007,17.2,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,MT,2013,21.9,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,MT,2020,21.3,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,NL,2007,40.2,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,NL,2020,39.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,NO,2007,23.2,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,NO,2013,21.7,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,NO,2020,29.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,PL,2007,11.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,PL,2013,27.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,PL,2020,7.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,PT,2007,18.0,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,PT,2013,31.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,PT,2020,25.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,RO,2007,18.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,RO,2013,47.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,RO,2020,28.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SE,2007,16.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SE,2013,10.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SE,2020,14.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SI,2007,,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SI,2013,25.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SI,2020,26.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SK,2007,38.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SK,2013,24.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,SK,2020,23.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,TR,2013,19.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,UK,2007,29.5,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,UK,2013,24.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,AT,2020,3.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,BE,2020,2.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,BG,2020,0.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,CH,2020,2.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,CY,2020,0.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,CZ,2020,1.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,DE,2020,2.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,DK,2020,1.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,EA19,2020,1.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,EE,2020,2.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,EL,2020,0.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,ES,2020,1.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,EU27_2020,2020,1.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,FI,2020,1.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,FR,2020,1.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,HR,2020,0.8,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,HU,2020,1.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,IE,2020,0.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,IS,2020,3.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,IT,2020,0.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,LT,2020,0.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,LU,2020,2.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,LV,2020,1.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,MT,2020,0.5,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,NL,2020,2.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,NO,2020,3.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,PL,2020,2.8,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,PT,2020,1.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,RO,2020,1.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,SE,2020,2.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,SI,2020,1.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_EMP_PREEMP,SK,2020,1.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,AT,2020,24.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,BE,2020,31.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,BG,2020,17.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,CH,2020,23.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,CY,2020,16.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,CZ,2020,22.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,DK,2020,21.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,EA19,2020,25.4,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,EE,2020,31.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,EL,2020,18.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,ES,2020,26.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,EU27_2020,2020,18.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,FI,2020,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,FR,2020,23.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,HR,2020,12.4,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,HU,2020,49.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,IE,2020,31.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,IS,2020,33.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,IT,2020,17.3,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,LT,2020,42.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,LU,2020,25.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,LV,2020,30.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,MT,2020,19.6,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,NL,2020,43.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,NO,2020,29.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,PL,2020,7.2,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,PT,2020,27.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,RO,2020,34.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,SE,2020,15.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,SI,2020,28.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-74,PC_PER_HPB,SK,2020,21.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,AT,2020,2.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,BE,2020,2.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,BG,2020,0.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,CH,2020,2.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,CY,2020,0.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,CZ,2020,0.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,DE,2020,1.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,DK,2020,0.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,EA19,2020,1.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,EE,2020,1.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,EL,2020,0.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,ES,2020,1.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,EU27_2020,2020,1.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,FI,2020,1.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,FR,2020,1.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,HR,2020,0.7,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,HU,2020,0.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,IE,2020,0.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,IS,2020,1.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,IT,2020,0.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,LT,2020,0.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,LU,2020,1.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,LV,2020,1.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,MT,2020,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,NL,2020,2.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,NO,2020,2.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,PL,2020,1.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,PT,2020,1.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,RO,2020,0.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,SE,2020,1.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,SI,2020,1.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_EMP_PREEMP,SK,2020,1.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,AT,2007,20.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,AT,2013,20.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,AT,2020,19.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,BE,2007,23.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,BE,2013,22.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,BE,2020,24.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,BG,2007,20.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,BG,2013,18.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,BG,2020,17.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CH,2013,16.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CH,2020,16.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CY,2007,18.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CY,2013,12.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CY,2020,15.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CZ,2007,14.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CZ,2013,20.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,CZ,2020,15.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,DE,2007,11.2,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,DE,2013,8.2,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,DK,2007,20.8,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,DK,2013,13.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,DK,2020,10.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EA19,2007,9.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EA19,2013,13.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EA19,2020,17.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EE,2007,19.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EE,2013,20.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EE,2020,17.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EL,2007,9.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EL,2013,8.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EL,2020,13.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,ES,2007,28.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,ES,2013,25.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,ES,2020,18.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EU27_2020,2007,9.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EU27_2020,2013,15.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EU27_2020,2020,12.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EU28,2007,9.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,EU28,2013,15.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,FI,2007,12.4,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,FI,2013,9.0,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,FI,2020,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,FR,2007,4.0,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,FR,2013,14.3,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,FR,2020,14.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,HR,2007,14.9,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,HR,2013,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,HR,2020,12.1,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,HU,2007,4.0,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,HU,2013,46.4,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,HU,2020,33.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IE,2007,19.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IE,2013,11.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IE,2020,23.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IS,2007,11.8,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IS,2020,18.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IT,2007,8.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IT,2013,8.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,IT,2020,7.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LT,2007,20.8,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LT,2013,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LT,2020,31.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LU,2007,28.0,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LU,2013,12.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LU,2020,15.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LV,2007,38.4,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LV,2013,15.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,LV,2020,18.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,MT,2007,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,MT,2013,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,MT,2020,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,NL,2007,30.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,NL,2020,33.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,NO,2007,13.6,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,NO,2013,11.5,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,NO,2020,21.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,PL,2007,4.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,PL,2013,22.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,PL,2020,4.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,PT,2007,13.2,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,PT,2013,23.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,PT,2020,17.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,RO,2007,14.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,RO,2013,34.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,RO,2020,22.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SE,2007,10.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SE,2013,6.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SE,2020,9.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SI,2007,15.6,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SI,2013,17.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SI,2020,21.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SK,2007,28.2,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SK,2013,18.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,SK,2020,15.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,TR,2013,14.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,UK,2007,19.0,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-64,PC_PER_HPB,UK,2013,11.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE3,Y15-74,PC_EMP_PREEMP,AT,2020,2.6,
