STRUCTURE,STRUCTURE_ID,freq,hlth_pb,sex,age,c_birth,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,EU27_2020,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,EU28,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,FI,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,FR,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,HR,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,HU,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,IE,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,IS,2014,1.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,IT,2014,0.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,LU,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,LV,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,MT,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,NO,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,PL,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,PT,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,SE,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,SI,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,FOR,PC,UK,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,AT,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,BG,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,CY,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,CZ,2014,0.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,DE,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,DK,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,EE,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,EL,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,ES,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,EU27_2020,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,EU28,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,FI,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,FR,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,HR,2014,0.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,HU,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,IE,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,IS,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,IT,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,LT,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,LU,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,LV,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,MT,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,NO,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,PL,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,PT,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,RO,2014,0.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,SE,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,SI,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,SK,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,TR,2014,1.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NAT,PC,UK,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,AT,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,CY,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,CZ,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,DE,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,DK,2014,3.9,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,EE,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,EL,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,ES,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,EU27_2020,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,EU28,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,FR,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,HR,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,HU,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,IE,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,IS,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,IT,2014,0.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,LU,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,LV,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,MT,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,NO,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,PL,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,PT,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,SE,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,SI,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,TR,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-44,NEU28_FOR,PC,UK,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,AT,2014,0.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,CY,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,CZ,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,DE,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,DK,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,EL,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,ES,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,EU27_2020,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,EU28,2014,1.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,FI,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,FR,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,HR,2014,2.3,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,HU,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,IE,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,IS,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,IT,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,LU,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,LV,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,MT,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,NO,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,PL,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,PT,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,SE,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,SI,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,EU28_FOR,PC,UK,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,AT,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,CY,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,CZ,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,DE,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,DK,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,EE,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,EL,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,ES,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,EU27_2020,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,EU28,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,FI,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,FR,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,HR,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,HU,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,IE,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,IS,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,IT,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,LT,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,LU,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,LV,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,MT,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,NO,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,PL,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,PT,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,SE,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,SI,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,SK,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,TR,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,FOR,PC,UK,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,AT,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,BG,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,CY,2014,1.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,CZ,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,DE,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,DK,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,EE,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,EL,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,ES,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,EU27_2020,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,EU28,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,FI,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,FR,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,HR,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,HU,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,IE,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,IS,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,IT,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,LT,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,LU,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,LV,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,MT,2014,1.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,NO,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,PL,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,PT,2014,1.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,RO,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,SE,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,SI,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,SK,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,TR,2014,1.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NAT,PC,UK,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,AT,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,CY,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,CZ,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,DE,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,DK,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,EE,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,EL,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,ES,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,EU27_2020,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,EU28,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,FI,2014,2.4,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,FR,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,HR,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,HU,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,IE,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,IS,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,IT,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,LT,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,LU,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,LV,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,MT,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,NO,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,PL,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,PT,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,SE,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR_MJR,M,Y18-64,NEU28_FOR,PC,SI,2014,1.4,
