STRUCTURE,STRUCTURE_ID,freq,unit,severity,isco88,nace_r1,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,L,PULMONAR,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,L,STRESS,EU_V,1999,61,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,L,TOTAL,EU_V,1999,117,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,M,MUSC_SKE,EU_V,1999,351,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,M,OTHER,EU_V,1999,287,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,M,PULMONAR,EU_V,1999,75,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,M,STRESS,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,M,TOTAL,EU_V,1999,248,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,N,MUSC_SKE,EU_V,1999,177,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,N,OTHER,EU_V,1999,235,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,N,PULMONAR,EU_V,1999,53,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,N,STRESS,EU_V,1999,152,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,N,TOTAL,EU_V,1999,178,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,O,MUSC_SKE,EU_V,1999,149,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,O,OTHER,EU_V,1999,211,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,O,PULMONAR,EU_V,1999,54,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,O,STRESS,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,O,TOTAL,EU_V,1999,138,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,P,MUSC_SKE,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,P,OTHER,EU_V,1999,76,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,P,PULMONAR,EU_V,1999,69,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,P,STRESS,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,P,TOTAL,EU_V,1999,59,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,TOTAL,MUSC_SKE,EU_V,1999,175,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,TOTAL,OTHER,EU_V,1999,142,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,TOTAL,PULMONAR,EU_V,1999,151,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,TOTAL,STRESS,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,TOTAL,TOTAL,EU_V,1999,140,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,A,MUSC_SKE,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,A,OTHER,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,A,PULMONAR,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,A,STRESS,EU_V,1999,23,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,A,TOTAL,EU_V,1999,89,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,B,MUSC_SKE,EU_V,1999,289,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,B,TOTAL,EU_V,1999,256,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,C,MUSC_SKE,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,C,OTHER,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,C,PULMONAR,EU_V,1999,369,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,C,TOTAL,EU_V,1999,62,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,D,MUSC_SKE,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,D,OTHER,EU_V,1999,78,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,D,PULMONAR,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,D,STRESS,EU_V,1999,49,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,D,TOTAL,EU_V,1999,74,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,E,MUSC_SKE,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,E,OTHER,EU_V,1999,47,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,E,PULMONAR,EU_V,1999,132,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,E,STRESS,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,E,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,F,MUSC_SKE,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,F,OTHER,EU_V,1999,83,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,F,PULMONAR,EU_V,1999,46,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,F,STRESS,EU_V,1999,31,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,F,TOTAL,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,G,MUSC_SKE,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,G,OTHER,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,G,PULMONAR,EU_V,1999,59,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,G,STRESS,EU_V,1999,77,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,G,TOTAL,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,H,MUSC_SKE,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,H,OTHER,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,H,PULMONAR,EU_V,1999,132,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,H,STRESS,EU_V,1999,57,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,H,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,I,MUSC_SKE,EU_V,1999,136,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,I,OTHER,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,I,PULMONAR,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,I,STRESS,EU_V,1999,119,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,I,TOTAL,EU_V,1999,118,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,J,MUSC_SKE,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,J,OTHER,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,J,PULMONAR,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,J,STRESS,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,J,TOTAL,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,K,MUSC_SKE,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,K,OTHER,EU_V,1999,90,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,K,PULMONAR,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,K,STRESS,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,K,TOTAL,EU_V,1999,92,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,L,MUSC_SKE,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,L,OTHER,EU_V,1999,120,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,L,PULMONAR,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,L,STRESS,EU_V,1999,139,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,L,TOTAL,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,M,MUSC_SKE,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,M,OTHER,EU_V,1999,145,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,M,PULMONAR,EU_V,1999,146,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,M,STRESS,EU_V,1999,223,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,M,TOTAL,EU_V,1999,144,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,N,MUSC_SKE,EU_V,1999,157,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,N,OTHER,EU_V,1999,193,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,N,PULMONAR,EU_V,1999,151,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,N,STRESS,EU_V,1999,204,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,N,TOTAL,EU_V,1999,177,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,O,MUSC_SKE,EU_V,1999,58,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,O,OTHER,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,O,PULMONAR,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,O,STRESS,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,O,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,P,MUSC_SKE,EU_V,1999,60,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,P,OTHER,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,P,PULMONAR,EU_V,1999,49,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,P,STRESS,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,P,TOTAL,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,Q,MUSC_SKE,EU_V,1999,156,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,Q,OTHER,EU_V,1999,41,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,Q,PULMONAR,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,Q,STRESS,EU_V,1999,22,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,Q,TOTAL,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,TOTAL,MUSC_SKE,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,TOTAL,OTHER,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,TOTAL,PULMONAR,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,TOTAL,STRESS,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,TOTAL,TOTAL,TOTAL,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,L,MUSC_SKE,EU_V,1999,102,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,L,OTHER,EU_V,1999,122,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,L,PULMONAR,EU_V,1999,166,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,L,STRESS,EU_V,1999,38,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,L,TOTAL,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,TOTAL,MUSC_SKE,EU_V,1999,102,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,TOTAL,OTHER,EU_V,1999,122,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,TOTAL,PULMONAR,EU_V,1999,166,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,TOTAL,STRESS,EU_V,1999,38,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO0,TOTAL,TOTAL,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,A,MUSC_SKE,EU_V,1999,72,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,A,OTHER,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,A,TOTAL,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,D,MUSC_SKE,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,D,OTHER,EU_V,1999,76,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,D,PULMONAR,EU_V,1999,34,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,D,STRESS,EU_V,1999,126,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,D,TOTAL,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,E,MUSC_SKE,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,E,OTHER,EU_V,1999,38,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,E,STRESS,EU_V,1999,355,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,E,TOTAL,EU_V,1999,138,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,F,MUSC_SKE,EU_V,1999,49,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,F,OTHER,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,F,STRESS,EU_V,1999,203,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,F,TOTAL,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,G,MUSC_SKE,EU_V,1999,76,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,G,OTHER,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,G,PULMONAR,EU_V,1999,24,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,G,STRESS,EU_V,1999,165,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,G,TOTAL,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,H,MUSC_SKE,EU_V,1999,42,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,H,OTHER,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,H,STRESS,EU_V,1999,112,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,H,TOTAL,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,I,MUSC_SKE,EU_V,1999,25,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,I,OTHER,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,I,STRESS,EU_V,1999,190,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,I,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,J,MUSC_SKE,EU_V,1999,37,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,J,OTHER,EU_V,1999,214,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,J,STRESS,EU_V,1999,213,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,J,TOTAL,EU_V,1999,115,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,K,MUSC_SKE,EU_V,1999,57,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,K,OTHER,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,K,PULMONAR,EU_V,1999,41,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,K,STRESS,EU_V,1999,159,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,K,TOTAL,EU_V,1999,84,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,L,MUSC_SKE,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,L,OTHER,EU_V,1999,129,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,L,PULMONAR,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,L,STRESS,EU_V,1999,276,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,L,TOTAL,EU_V,1999,126,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,M,MUSC_SKE,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,M,OTHER,EU_V,1999,61,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,M,PULMONAR,EU_V,1999,302,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,M,STRESS,EU_V,1999,214,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,M,TOTAL,EU_V,1999,127,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,N,MUSC_SKE,EU_V,1999,108,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,N,OTHER,EU_V,1999,146,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,N,PULMONAR,EU_V,1999,70,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,N,STRESS,EU_V,1999,493,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,N,TOTAL,EU_V,1999,199,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,O,MUSC_SKE,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,O,OTHER,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,O,PULMONAR,EU_V,1999,141,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,O,STRESS,EU_V,1999,223,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,O,TOTAL,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,TOTAL,MUSC_SKE,EU_V,1999,65,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,TOTAL,OTHER,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,TOTAL,PULMONAR,EU_V,1999,44,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,TOTAL,STRESS,EU_V,1999,188,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO1,TOTAL,TOTAL,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,A,MUSC_SKE,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,A,OTHER,EU_V,1999,160,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,A,PULMONAR,EU_V,1999,188,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,A,STRESS,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,A,TOTAL,EU_V,1999,83,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,C,OTHER,EU_V,1999,233,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,C,TOTAL,EU_V,1999,54,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,D,MUSC_SKE,EU_V,1999,57,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,D,OTHER,EU_V,1999,97,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,D,PULMONAR,EU_V,1999,42,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,D,STRESS,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,D,TOTAL,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,E,MUSC_SKE,EU_V,1999,58,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,E,OTHER,EU_V,1999,129,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,E,PULMONAR,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,E,STRESS,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,E,TOTAL,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,F,MUSC_SKE,EU_V,1999,28,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,F,OTHER,EU_V,1999,10,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,F,STRESS,EU_V,1999,29,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,F,TOTAL,EU_V,1999,23,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,G,MUSC_SKE,EU_V,1999,70,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,G,OTHER,EU_V,1999,31,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,G,PULMONAR,EU_V,1999,257,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,G,STRESS,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,G,TOTAL,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,TOTAL,ISCO2,H,STRESS,EU_V,1999,150,
