STRUCTURE,STRUCTURE_ID,freq,airpol,indic_he,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2007,68,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2008,81,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2009,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2010,91,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2011,82,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2012,73,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2013,78,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2014,56,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2015,55,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2016,51,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2017,50,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2018,52,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2019,40,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2020,34,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2005,251,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2007,228,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2008,253,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2009,216,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2010,214,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2011,271,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2012,219,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2013,187,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2014,196,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2015,204,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2016,186,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2017,185,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2018,171,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2019,142,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BG,2020,153,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2005,73,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2009,63,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2014,49,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2015,53,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2016,43,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2017,43,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2018,42,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CH,2019,38,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2005,112,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2007,84,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2008,90,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2009,68,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2010,70,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2011,80,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2012,90,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2013,49,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2014,52,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2015,61,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2016,46,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2017,52,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2018,44,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2019,48,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CY,2020,46,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2005,129,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2007,84,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2008,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2009,98,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2010,113,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2011,107,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2012,97,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2013,104,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2014,94,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2015,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2016,82,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2017,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2018,97,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2019,65,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,CZ,2020,65,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2005,81,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2007,59,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2008,67,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2009,77,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2010,84,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2011,80,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2012,64,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2013,73,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2014,64,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2015,61,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2016,54,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2017,55,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2018,60,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2019,41,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DE,2020,35,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2005,55,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2007,50,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2008,44,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2009,42,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2010,47,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2011,61,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2012,34,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2013,31,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2014,43,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2015,33,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2016,29,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2017,24,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2018,38,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2019,30,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,DK,2020,18,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2005,57,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2007,47,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2008,34,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2009,21,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2010,33,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2011,26,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2012,24,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2013,23,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2014,30,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2015,16,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2016,10,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2017,5,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2018,18,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2019,6,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EE,2020,4,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2005,140,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2007,114,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2008,119,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2009,121,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2010,108,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2011,117,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2012,111,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2013,104,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2014,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2015,115,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2016,113,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2017,192,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2018,104,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2019,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EL,2020,83,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2005,82,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2007,74,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2008,56,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2009,55,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2010,43,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2011,47,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2012,46,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2013,35,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2014,35,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2015,50,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2016,40,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2017,45,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2018,34,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2019,33,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,ES,2020,38,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2005,100,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2007,81,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2008,82,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2009,83,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2010,84,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2011,90,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2012,79,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2013,75,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2014,66,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2015,73,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2016,64,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2017,69,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2018,66,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2019,52,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,EU27_2020,2020,54,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2005,24,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2007,24,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2008,16,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2009,12,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2010,19,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2011,18,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2012,14,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2013,7,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2014,16,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2015,4,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2016,4,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2017,2,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2018,8,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2019,3,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FI,2020,1,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2005,64,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2007,53,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2008,56,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2009,64,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2010,65,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2011,64,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2012,58,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2013,56,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2014,35,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2015,44,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2016,38,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2017,36,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2018,35,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2019,29,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,FR,2020,25,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2005,152,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2007,122,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2008,114,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2009,125,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2010,126,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2011,138,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2012,99,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2013,96,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2014,89,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2015,110,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2016,122,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2017,112,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2018,114,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2019,85,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HR,2020,102,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2005,178,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2007,130,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2008,129,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2009,135,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2010,137,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2011,164,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2012,126,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2013,117,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2014,109,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2015,132,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2016,115,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2017,129,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2018,124,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2019,89,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,HU,2020,97,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2005,16,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2007,7,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2008,19,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2009,16,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2010,22,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2011,17,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2012,14,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2013,19,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2014,18,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2015,8,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2016,10,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2017,6,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2018,13,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2019,12,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IE,2020,10,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2005,27,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2009,21,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2014,23,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2015,20,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2016,18,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2017,19,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2018,16,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IS,2019,14,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2005,124,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2007,104,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2008,100,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2009,99,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2010,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2011,112,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2012,102,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2013,92,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2014,75,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2015,100,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2016,82,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2017,90,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2018,78,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2019,71,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,IT,2020,88,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2005,46,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2009,37,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2014,24,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2015,32,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2016,32,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2017,26,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2018,26,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LI,2019,23,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2005,96,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2007,81,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2008,94,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2009,68,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2010,101,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2011,84,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2012,75,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,LT,2013,83,
