STRUCTURE,STRUCTURE_ID,freq,unit,n_portion,sex,age,bmi,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,HU,2019,66.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,IE,2019,49.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,IS,2019,56.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,IT,2019,67.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,LT,2019,43.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,LU,2019,45.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,LV,2019,44.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,MT,2019,53.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,NL,2019,30.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,NO,2019,74.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,PL,2019,58.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,PT,2019,60.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,RO,2019,31.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,RS,2019,53.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,SE,2019,57.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,SI,2019,70.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,SK,2019,54.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_GE30,TR,2019,64.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,AT,2019,71.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,BE,2019,52.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,BG,2019,51.7,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,CY,2019,61.0,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,DE,2019,56.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,ES,2019,61.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,EU27_2020,2019,58.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,FR,2019,59.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,HU,2019,48.4,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,IE,2019,46.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,IT,2019,66.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,LU,2019,44.9,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,NL,2019,32.2,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,PL,2019,49.2,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,PT,2019,81.1,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,RS,2019,49.1,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y45-64,BMI_LT18P5,TR,2019,74.0,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,AT,2019,70.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,BE,2019,67.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,BG,2019,47.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,CY,2019,65.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,CZ,2019,61.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,DE,2019,61.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,DK,2019,46.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,EE,2019,56.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,EL,2019,72.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,ES,2019,69.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,EU27_2020,2019,60.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,FI,2019,61.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,FR,2019,57.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,HR,2019,62.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,HU,2019,64.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,IE,2019,34.8,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,IS,2019,70.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,IT,2019,66.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,LT,2019,54.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,LU,2019,45.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,LV,2019,44.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,MT,2019,56.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,NL,2019,34.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,NO,2019,70.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,PL,2019,57.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,PT,2019,63.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,RO,2019,28.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,RS,2019,44.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,SE,2019,69.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,SI,2019,73.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,SK,2019,59.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI18P5-24,TR,2019,67.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,AT,2019,70.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,BE,2019,58.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,BG,2019,52.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,CY,2019,67.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,CZ,2019,50.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,DE,2019,67.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,DK,2019,44.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,EE,2019,55.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,EL,2019,59.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,ES,2019,73.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,EU27_2020,2019,59.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,FI,2019,50.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,FR,2019,53.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,HR,2019,68.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,HU,2019,66.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,IE,2019,43.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,IS,2019,61.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,IT,2019,67.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,LT,2019,43.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,LU,2019,40.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,LV,2019,51.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,MT,2019,47.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,NL,2019,29.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,NO,2019,67.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,PL,2019,55.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,PT,2019,67.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,RO,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,RS,2019,54.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,SE,2019,62.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,SI,2019,73.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,SK,2019,53.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI25-29,TR,2019,68.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,AT,2019,67.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,BE,2019,62.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,BG,2019,52.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,CY,2019,65.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,CZ,2019,53.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,DE,2019,65.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,DK,2019,44.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,EE,2019,54.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,EL,2019,56.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,ES,2019,71.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,EU27_2020,2019,59.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,FI,2019,51.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,FR,2019,55.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,HR,2019,66.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,HU,2019,66.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,IE,2019,48.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,IS,2019,60.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,IT,2019,67.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,LT,2019,43.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,LU,2019,42.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,LV,2019,47.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,MT,2019,49.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,NL,2019,30.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,NO,2019,70.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,PL,2019,57.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,PT,2019,64.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,RO,2019,28.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,RS,2019,54.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,SE,2019,62.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,SI,2019,73.6,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,SK,2019,54.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE25,TR,2019,65.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,AT,2019,64.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,BE,2019,69.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,BG,2019,54.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,CY,2019,61.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,CZ,2019,57.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,DE,2019,64.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,DK,2019,45.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,EE,2019,52.8,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,EL,2019,51.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,ES,2019,67.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,EU27_2020,2019,59.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,FI,2019,54.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,FR,2019,57.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,HR,2019,63.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,HU,2019,66.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,IE,2019,51.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,IS,2019,58.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,IT,2019,68.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,LT,2019,42.1,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,LU,2019,47.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,LV,2019,44.5,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,MT,2019,51.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,NL,2019,32.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,NO,2019,76.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,PL,2019,60.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,PT,2019,60.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,RO,2019,31.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,RS,2019,54.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,SE,2019,60.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,SI,2019,73.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,SK,2019,55.9,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_GE30,TR,2019,64.0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,AT,2019,65.6,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,BE,2019,63.2,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,DE,2019,53.7,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,ES,2019,56.3,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,EU27_2020,2019,60.2,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,FR,2019,71.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,IE,2019,48.4,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,IT,2019,66.3,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,LT,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,NL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,PL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,PT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,RS,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3M(1.0),A,PC,1-4,F,Y55-64,BMI_LT18P5,SK,2019,,u
