STRUCTURE,STRUCTURE_ID,freq,assist,lev_limit,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE55,T,PC,TR,2019,40.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,AT,2014,10.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,AT,2019,7.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,BE,2014,10.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,BE,2019,3.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,BG,2014,32.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,BG,2019,26.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,CY,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,CY,2019,12.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,CZ,2014,12.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,CZ,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,DE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,DE,2019,24.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,EL,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,EL,2019,28.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,ES,2014,19.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,ES,2019,47.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,EU27_2020,2014,21.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,EU27_2020,2019,19.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,EU28,2014,21.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,FI,2019,17.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,FR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,FR,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,HR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,HU,2014,4.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,HU,2019,6.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,IE,2019,11.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,IT,2014,30.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,IT,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,LT,2019,13.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,LV,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,NL,2014,0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,NL,2019,5.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,NO,2014,13.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,PL,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,PL,2019,9.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,PT,2014,11.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,PT,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,RO,2014,50.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,RO,2019,43.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,RS,2019,26.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,SE,2019,15.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,SI,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,SI,2019,26.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,SK,2019,30.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,TR,2019,52.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,F,PC,UK,2014,14.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,AT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,AT,2019,5.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,BE,2019,7.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,CY,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,CZ,2014,5.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,CZ,2019,6.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,DE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,DE,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,EL,2014,3.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,EL,2019,9.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,ES,2014,14.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,ES,2019,30.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,EU27_2020,2014,14.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,EU27_2020,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,EU28,2014,14.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,FR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,FR,2019,7.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,HR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,HU,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,HU,2019,10.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,IT,2014,28.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,IT,2019,9.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,LV,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,NL,2014,6.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,NL,2019,2.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,NO,2014,12.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,PL,2014,11.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,PL,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,PT,2014,1.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,PT,2019,6.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,RO,2014,39.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,RO,2019,34.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,RS,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,SE,2019,0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,SI,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,TR,2019,29.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,M,PC,UK,2014,13.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,AT,2014,7.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,AT,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,BE,2014,6.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,BE,2019,4.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,BG,2014,17.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,BG,2019,25.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,CY,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,CY,2019,11.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,CZ,2014,9.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,CZ,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,DE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,DE,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,EL,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,EL,2019,23.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,ES,2014,16.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,ES,2019,40.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,EU27_2020,2014,19.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,EU27_2020,2019,16.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,EU28,2014,18.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,FI,2019,12.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,FR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,FR,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,HR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,HR,2019,18.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,HU,2014,9.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,HU,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,IE,2019,16.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,IS,2014,4.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,IS,2019,8.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,IT,2014,29.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,IT,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,LT,2014,4.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,LT,2019,15.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,LV,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,MT,2014,74.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,MT,2019,21.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,NL,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,NL,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,NO,2014,12.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,PL,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,PL,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,PT,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,PT,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,RO,2014,46.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,RO,2019,39.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,RS,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,SE,2019,6.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,SI,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,SI,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,SK,2014,6.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,SK,2019,25.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,TR,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE65,T,PC,UK,2014,14.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,AT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,AT,2019,10.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,BE,2019,4.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,CY,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,CZ,2014,12.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,CZ,2019,20.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,DE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,DE,2019,33.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,EL,2014,20.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,EL,2019,29.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,LACK,NONE,Y_GE75,F,PC,ES,2014,25.2,u
