STRUCTURE,STRUCTURE_ID,freq,unit,age,severity,wstatus,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP,PULMONAR,EU_V,1999,7755,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP,SKIN_DIS,EU_V,1999,722,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP,STRESS,EU_V,1999,15489,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP,TOTAL,EU_V,1999,86359,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP,UNK,EU_V,1999,10697,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,CARDIO_V,EU_V,1999,1283,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,HEAD_EYE,EU_V,1999,2499,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,HEARING,EU_V,1999,349,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,INFECTIO,EU_V,1999,7708,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,MUSC_SKE,EU_V,1999,36530,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,OTHER,EU_V,1999,3441,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,PULMONAR,EU_V,1999,7904,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,SKIN_DIS,EU_V,1999,722,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,STRESS,EU_V,1999,15963,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,TOTAL,EU_V,1999,87097,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,EMP_W,UNK,EU_V,1999,10697,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,MUSC_SKE,EU_V,1999,115,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,PULMONAR,EU_V,1999,149,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,STRESS,EU_V,1999,474,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,TOTAL,EU_V,1999,738,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D4-6,UNE,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,CARDIO_V,EU_V,1999,1984,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,HEAD_EYE,EU_V,1999,3646,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,HEARING,EU_V,1999,793,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,INFECTIO,EU_V,1999,4647,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,MUSC_SKE,EU_V,1999,50304,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,OTHER,EU_V,1999,5676,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,PULMONAR,EU_V,1999,8128,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,SKIN_DIS,EU_V,1999,1823,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,STRESS,EU_V,1999,13292,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,TOTAL,EU_V,1999,104795,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP,UNK,EU_V,1999,14502,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,CARDIO_V,EU_V,1999,1984,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,HEAD_EYE,EU_V,1999,3646,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,HEARING,EU_V,1999,793,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,INFECTIO,EU_V,1999,4647,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,MUSC_SKE,EU_V,1999,50850,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,OTHER,EU_V,1999,5870,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,PULMONAR,EU_V,1999,8128,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,SKIN_DIS,EU_V,1999,1823,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,STRESS,EU_V,1999,13731,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,TOTAL,EU_V,1999,105974,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,EMP_W,UNK,EU_V,1999,14502,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,MUSC_SKE,EU_V,1999,546,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,OTHER,EU_V,1999,195,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,STRESS,EU_V,1999,439,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,TOTAL,EU_V,1999,1179,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D7-13,UNE,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,CARDIO_V,EU_V,1999,854,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,HEARING,EU_V,1999,301,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,INFECTIO,EU_V,1999,231,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,MUSC_SKE,EU_V,1999,6651,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,OTHER,EU_V,1999,990,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,PULMONAR,EU_V,1999,989,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,SKIN_DIS,EU_V,1999,247,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,STRESS,EU_V,1999,1958,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,TOTAL,EU_V,1999,12830,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP,UNK,EU_V,1999,608,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,CARDIO_V,EU_V,1999,2368,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,HEAD_EYE,EU_V,1999,1788,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,HEARING,EU_V,1999,475,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,INFECTIO,EU_V,1999,408,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,MUSC_SKE,EU_V,1999,17545,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,OTHER,EU_V,1999,3418,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,PULMONAR,EU_V,1999,3203,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,SKIN_DIS,EU_V,1999,1070,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,STRESS,EU_V,1999,3791,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,TOTAL,EU_V,1999,34675,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,EMP_W,UNK,EU_V,1999,608,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,CARDIO_V,EU_V,1999,1514,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,HEAD_EYE,EU_V,1999,1788,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,HEARING,EU_V,1999,174,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,INFECTIO,EU_V,1999,177,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,MUSC_SKE,EU_V,1999,10569,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,OTHER,EU_V,1999,1834,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,PULMONAR,EU_V,1999,1965,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,SKIN_DIS,EU_V,1999,823,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,STRESS,EU_V,1999,1036,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,TOTAL,EU_V,1999,19880,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,MUSC_SKE,EU_V,1999,324,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,OTHER,EU_V,1999,594,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,PULMONAR,EU_V,1999,250,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,STRESS,EU_V,1999,798,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,TOTAL,EU_V,1999,1965,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_GE183_PI,UNE,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,CARDIO_V,EU_V,1999,7502,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,HEAD_EYE,EU_V,1999,18223,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,HEARING,EU_V,1999,9993,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,INFECTIO,EU_V,1999,5268,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,MUSC_SKE,EU_V,1999,211622,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,OTHER,EU_V,1999,19647,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,PULMONAR,EU_V,1999,23031,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,SKIN_DIS,EU_V,1999,14415,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,STRESS,EU_V,1999,105488,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,TOTAL,EU_V,1999,435488,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP,UNK,EU_V,1999,20299,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,CARDIO_V,EU_V,1999,7502,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,HEAD_EYE,EU_V,1999,18418,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,HEARING,EU_V,1999,10142,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,INFECTIO,EU_V,1999,5268,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,MUSC_SKE,EU_V,1999,217427,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,OTHER,EU_V,1999,20029,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,PULMONAR,EU_V,1999,24565,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,SKIN_DIS,EU_V,1999,15121,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,STRESS,EU_V,1999,107064,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,TOTAL,EU_V,1999,446937,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,EMP_W,UNK,EU_V,1999,21399,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,HEAD_EYE,EU_V,1999,196,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,HEARING,EU_V,1999,149,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,MUSC_SKE,EU_V,1999,5806,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,OTHER,EU_V,1999,382,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,PULMONAR,EU_V,1999,1534,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,SKIN_DIS,EU_V,1999,706,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,STRESS,EU_V,1999,1576,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,TOTAL,EU_V,1999,11449,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,D_LT1,UNE,UNK,EU_V,1999,1100,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,CARDIO_V,EU_V,1999,2781,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,HEAD_EYE,EU_V,1999,1329,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,HEARING,EU_V,1999,3279,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,INFECTIO,EU_V,1999,3947,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,MUSC_SKE,EU_V,1999,55694,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,OTHER,EU_V,1999,9484,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,PULMONAR,EU_V,1999,7316,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,SKIN_DIS,EU_V,1999,1468,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,STRESS,EU_V,1999,33511,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,TOTAL,EU_V,1999,130570,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP,UNK,EU_V,1999,11762,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,CARDIO_V,EU_V,1999,2781,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,HEAD_EYE,EU_V,1999,1329,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,HEARING,EU_V,1999,3849,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,INFECTIO,EU_V,1999,3947,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,MUSC_SKE,EU_V,1999,57365,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,OTHER,EU_V,1999,10045,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,PULMONAR,EU_V,1999,7451,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,SKIN_DIS,EU_V,1999,1790,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,STRESS,EU_V,1999,33614,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,TOTAL,EU_V,1999,134482,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,EMP_W,UNK,EU_V,1999,12311,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y35-44,M1-3,UNE,HEAD_EYE,EU_V,1999,0,
